"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Coffee.club","http://www.coffee.club","40005","Are you passionate about coffee and sustainability? You?re in the right place.Start your personalized subscription with Coffee.Club and we will roast your beans by hand. We ship them to you as soon as they?ve cooled and settled. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=40005&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=375001&type=3&subid=0","Active","Katie Burkes","Administrative Assistant","Arkansas","Fort Smith","5705 Steep Hill Road Building 10712","72916","US","8003442739","affiliate@coffee.org","private |5.00%-7.00% commission on all goods","11.1","% of Sale","2015"," 30-APR-15","10","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 31-DEC-17","10","90","N",
"CowBoom","http://www.cowboom.com/","38740","CowBoom is a Best Buy Brand offering closeout prices on brand-name new, refurbished and pre-owned consumer electronics.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38740_328459_3.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38740&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=328459&type=3&subid=0","Active","Chelsea Osoling","Affiliate Marketing Specialist","Minnesota","Richfield","7601 Penn Ave. South ","55423","US","888-602-6963","affiliates@cowboom.com","3.00% commission on all goods","14.3","% of Sale","2014"," 07-APR-15","3","90","N","N/A","3.00% commission on all goods","14.3","% of Sale"," 07-APR-15","3","90","N",
"Coyuchi","http://www.coyuchi.com/","38415","Natural Home Textiles from Coyuchi.com!
The first company to bring organic cotton bedding and bath to markets in the U.S., Coyuchi?s line of home textiles is rooted in the colors and textures of nature
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38415&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=334034&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","private |8.00% commission on all goods","6.1","% of Sale","2013"," 30-APR-19","7","90","N","N/A","6.00% commission on all goods","5.1","% of Sale"," 30-APR-19","7","90","N",
"Creative Bioscience","http://www.creativebioscience.com/","37772","At Creative Bioscience we know weight loss. Whether you're looking to lose a little or a lot, we've got an affordable, effective diet supplement to tip the scales in your favor. 


","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37772_20130115_225807.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37772&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280723&type=3&subid=0","Active","Jacob Blackmon","Director of Operations","Utah","Murray","4530 s. 300 w. ","84107","US","801-528-6744","jacob@creativebioscience.com","private |20.00%-30.00% commission on all goods","5.1","% of Sale","2013"," 06-FEB-18","90","90","N","N/A","20.00% commission on all goods","4.2","% of Sale"," 03-JAN-17","90","90","N",
"Das Keyboard","http://www.daskeyboard.com/","38366","Earn 9% commission on a high average order value selling the best keyboards on the planet. Das Keyboard is the leader in top-rated mechanical keyboards, applauded by major media outlets and customers. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38366_292167.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38366&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=292167&type=3&subid=0","Active","Colette Wladyka","Marketing Director","Texas","Austin","Capital Hill ","78759","US","5123460360","colette@metadot.com","private |9.00% commission on all goods","4.1","% of Sale","2014"," 20-MAY-15","30","90","N","N/A","9.00% commission on all goods","3.1","% of Sale"," 31-DEC-15","30","90","N",
"DesignCrowd (US)","http://www.designcrowd.com/","38699","DesignCrowd is an online marketplace for logo, website, print and graphic design services that provides businesses with access to over 395,000 freelance graphic designers and design studios around the world. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38699&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=344665&type=3&subid=0","Active","Richa Dani","Affiliates Marketing Manager","New South Wales","Surry Hills","Suite 42 2 Hill Street","2010","AU","61414678985","Affiliates@DesignCrowd.com","$40.00 flat fee on all goods; [$10.00 flat fee on selected goods]; ","15.1","Flat Fee","2014"," 31-DEC-17","30","90","N","N/A","$40.00 flat fee on all goods; [$10.00 flat fee on selected goods]; ","15.1","Flat Fee"," 31-DEC-17","30","90","N",
"Dietdirect.com","http://www.dietdirect.com","39772","We offer Garcinia Cambogia, Green Coffee Bean, Raspberry Ketone, and other high-quality diet products. As a leading online retailer of high-quality weight loss products, Diet Direct is focused on weight management.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39772_20140926_175207.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39772&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=354484&type=3&subid=0","Active","Dawn Hyde-Burger","Director of Digital Marketing","North Carolina","Wilmington","3200 Corporate Drive, Suite B ","28405","US","6047719220","affiliates@dietdirect.com","private |15.00% commission on selected goods; [private |5.00% commission on selected goods]; ","7.1","% of Sale","2014"," 31-OCT-15","30","90","N","N/A","4.00% commission on selected goods; [1.00% commission on selected goods]; ","9.1","% of Sale"," 01-NOV-15","30","90","N",
"Downpour.com","http://www.downpour.com/","38466","Downpour.com is an e-commerce site dedicated to providing premium products and excellent customer service. We offer audiobook downloads,  free shipping on audio books on CD, and an audiobook club for more savings and special offers. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38466_20130524_215357.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38466&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316894&type=3&subid=0","Active","Amanda Casserly","Affiliate Marketing","Oregon","Ashland","31 Mistletoe Rd ","97520","US","000-000-0000","affiliates@downpour.com","15.00% commission on all goods; [0.00% commission on selected goods]; ","26.1","% of Sale","2013"," 31-DEC-15","10","90","N","N/A","15.00% commission on all goods; [0.00% commission on selected goods]; ","26.1","% of Sale"," 31-DEC-15","10","90","N",
"Drapers and Damon's","http://www.drapers.com/","38814","Draper?s & Damon?s offers sophisticated, flattering clothing for mature women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38814_20131001_225718.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38814&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308466&type=3&subid=0","Active","Meredith Allchin","Ecommerce Manager","California","Irvine","9 Pasteur Ste 200 ","92618","US","949-784-3000","ls-drapers@linkshare.com","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.2","% of Sale","2014"," 22-OCT-16","14","90","N","N/A","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.2","% of Sale"," 22-OCT-16","14","90","N",
"Effy Jewelry","http://www.effyjewelry.com/","37041","Effy Jewelers houses a fine collection of diamond, tanzanite, and gemstone jewelry. We have eliminated the layers of middlemen and are able to provide unique, stylish, and sophisticated jewelry that is forever enduring at unbeatable prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37041&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=300929&type=3&subid=0","Active","Bruce Aziz","Affiliate Manager","New York","New York","7 West 45th St., Suite 1105 ","10036","US","212-730-8889","affiliate@effyjewelry.com","private |3.00% commission on all goods","18.1","% of Sale","2013"," 31-DEC-18","30","90","N","N/A","3.00% commission on all goods","16.1","% of Sale"," 30-JUN-18","30","90","N",
"Electro Antiperspirant - MIN $100 PER ORDER","http://www.electroantiperspirant.com/","38996","MIN $100 COMMISSION PER ORDER! TENS OF THOUSANDS SATISFIED CUSTOMERS NOW AND ANOTHER TENS OF MILLIONS AWAITING. High commissions, high conversion rate and maximum cookie duration. If there ever was an affiliate program worth it, it is this one.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38996_20131111_163100.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38996&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313237&type=3&subid=0","Active","Martin Boros","Affiliate Manager","Praha 4","Prague","Mecislavova 414/11 ","140 00","CZ","00420608465625","affiliate@hightechdevelopment.com","private |17.00%-18.00% commission on all goods","6.1","% of Sale","2013"," 31-DEC-18","365","90","N","N/A","17.00%-18.00% commission on all goods","5.1","% of Sale"," 31-DEC-18","365","90","N",
"EntirelyPets","http://www.entirelypets.com/","38526","EntirelyPets offers a wide variety of pet supplies like pet meds, pet toys, pet food, treats and much more. We believe that every pet deserves great care and EntirelyPets provides an affordable way to do so. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38526&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293989&type=3&subid=0","Active","Lance Kass","Affiliate Marketing Manager","California","Union City","34501 7th Street ","94587","US","800-306-7910","affiliates@entirelypets.com","6.00%-10.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-15","30","90","N","N/A","6.00%-10.00% commission on all goods","3.1","% of Sale"," 31-DEC-15","30","90","N",
"FSAstore.com","http://fsastore.com/","38690","FSAstore.com is committed to making it easy and convenient for flexible spending account participants to use their FSA. FSAstore.com is the only one-stop-shop exclusively stocked with FSA eligible products. Everything is FSA eligible for reimbursement.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38690_323605.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38690&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323605&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","4990 Jean-Talon West ","H4P 1W9","CA","514.341.7767","FSAstore@opmpros.com","2.00% commission on all goods; [5.00% commission on selected goods,; 2.00% commission on selected goods]; ","46.1","% of Sale","2013"," 01-JAN-16","30","90","N","N/A","2.00% commission on all goods; [5.00% commission on selected goods,; 2.00% commission on selected goods]; ","46.1","% of Sale"," 01-JAN-16","30","90","N",
"Famous Footwear","http://www.famousfootwear.com/","38507","Victory is Yours. It's more than a statement, it's a promise that a victory is waiting at Famous.com. An assurance that you'll bag the hottest brands and the latest trends so you feel like you've truly scored. And that's a victory for everyone.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38507_371135.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38507&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=371135&type=3&subid=0","Active","Tessa Szymkiewicz","Affiliate Program Manager","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","916-952-2706","brownshoe@schaafpc.com","8.00% commission on all goods","105.1","% of Sale","2014"," 01-MAY-15","90","90","N","N/A","8.00% commission on all goods","105.1","% of Sale"," 01-MAY-15","90","90","N",
"Filthy Fragrance","http://filthyfragrance.com/","39104","FilthyFragrance.com offers heavy discounts of up to 80% Off top brand fragrances! All fragrances are 100% Authentic with money back guarantee and Free Shipping over $59.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39104_20150116_235731.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39104&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=366259&type=3&subid=0","Active","Krissy Stonebraker","Affiliate Program Manager","Texas","Austin","327 Congress Avenue Suite 300","78701","US","888-854-7770","FilthyFragrance@coreOPM.com","private |10.00%-15.00% commission on all goods","10.1","% of Sale","2014"," 31-DEC-20","60","90","N","N/A","10.00%-15.00% commission on all goods","8.1","% of Sale"," 31-DEC-20","60","90","N",
"Fiverr","www.fiverr.com","40096","Fiverr® is the world's largest marketplace for services starting at $5. A service offered on Fiverr is called a Gig®. Whenever you see 'I will _for $5"", it means the seller is offering a Gig for the fixed price of $5.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=40096_369108.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=40096&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=369108&type=3&subid=0","Active","Yotam Kaufman","Media & Affiliation manager","Tel-Aviv","Tel-avuv","12 Ha'Omanim st. ","6789731","IL","+972522949895","affiliates@fiverr.com","private |$14.00 flat fee on all goods","5.1","Flat Fee","2015"," 01-JAN-20","30","90","N","N/A","$14.00 flat fee on all goods","3.1","Flat Fee"," 01-JAN-20","30","90","N",
"Florence Scovel Jewelry","www.florencescoveljewelry.com","39721","Embark on an exciting journey of fashion and style which will make you glow with elegance. Florence Scovel has the latest and the most luxurious collection of jewelry.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39721&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=376510&type=3&subid=0","Active","Lisa S","Affiliate Marketing Manager","New York","Niagara Falls","1711 Cudaback Avenue ","14303","US","6479217353","affiliateprogram@an-associates.com","private |15.00%-20.00% commission/$1.50 flat fee/$0.10 per click thru on all goods","9.1","CPC, Flat Fee, % of Sale","2015"," 01-SEP-15","30","90","N","N/A","10.00% commission on all goods","4.1","% of Sale"," 25-APR-18","30","90","N",
