"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Lane Bryant","http://www.lanebryant.com/","38549","Lane Bryant provides women in 51 countries with the hottest, plus-size apparel, accessories and Cacique intimates.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38549_20130708_202502.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38549&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=297352&type=3&subid=0","Active","Marc Schweid","On-Line Marketing Manager","Pennsylvania","Bensalem","3750 State Rd. ","19020","US","215-638-6854","Ls-lanebryant@linkshare.com","5.00% commission on all goods","3.1","% of Sale","2014"," 15-JUL-14","14","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 15-JUL-14","14","90","N",
"LaptopBatteryExpress.com","http://www.LaptopBatteryExpress.com","37395","Replacement laptop batteries for over 10,000 laptop models including Dell, Sony, HP, Gateway, Toshiba, and many more. Higher than average conversion rates. $100 average order value. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37395&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=250852&type=3&subid=0","Active","Steve DiPietro","Managing Partner","New Jersey","Marlton","525 Route 73 North Suite 104","08053","US","888.331.0009","affiliates@laptopbatteryexpress.com","10.00%-15.00% commission on all goods","4.1","% of Sale","2013"," 29-APR-14","45","90","N","N/A","10.00%-15.00% commission on all goods","4.1","% of Sale"," 29-APR-14","45","90","N",
"Lashem","http://www.lashem.com/","38329","Chris­lie For­mu­la­tions brings a fresh and inno­v­a­tive approach in devel­op­ing and man­u­fac­tur­ing total beauty care prod­ucts that endow the women and men around the world to feel good and be beau­ti­ful from head to toe.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38329&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=289115&type=3&subid=0","Active","Mary Fatima Tabliago","Affiliate Manager","California","Santa Ana","1720 E Garry St. Suite #103 ","92705","US","407459772","maryf@seop.com","private |25.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","30","90","N","N/A","15.00%-30.00% commission on all goods","9.1","% of Sale"," 14-NOV-18","30","90","N",
"Linens Bargains","http://www.linensbargains.com/","38516","LinensBargains.com-LuxuriousBedding,  Duvets and Sheets at Discount Prices! All With FREE Shipping!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38516&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293583&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","8.00% commission on all goods","4.1","% of Sale","2014"," 31-DEC-18","10","90","N","N/A","8.00% commission on all goods","4.1","% of Sale"," 31-DEC-18","10","90","N",
"Liquidation Channel","http://www.liquidationchannel.com","24969","Liquidation Channel offers a wide variety of jewelry, accessories, home decor and gemstones at the lowest prices, guaranteed.  

Exceptional Quality. Exquisite Design.  Outstanding Value.
www.liquidationchannel.com","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=24969&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306203&type=3&subid=0","Active","Shannon Grounds","Affiliate Marketing Program Manager","Texas","Austin","100 michael angelo way Bldg D Ste 400","78728","US","512-852-7066","affiliates@liquidationchannel.com","private |8.00%-20.00% commission on all goods","12.1","% of Sale","2013"," 01-FEB-15","10","90","N","N/A","8.00% commission on all goods","3.2","% of Sale"," 23-APR-15","30","90","N",
"Lolly Wolly Doodle","http://www.lollywollydoodle.com/","38777","Lolly Wolly Doodle's beautiful and affordable kids and women's clothing makes families look great and feel great.  We are proud that many of our garments are made to order and produced in Lexington, NC!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38777_20130829_173907.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38777&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306580&type=3&subid=0","Active","Andrea Daney","Director of Digital Marketing","North Carolina","Lexington","1120 Piedmont Dr ","27295","US","(336) 238-5002","andi@lollywollydoodle.com","4.00% commission on all goods","3.1","% of Sale","2014"," 31-OCT-14","10","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 31-OCT-14","10","90","N",
"Love and Pride","http://www.loveandpride.com","37402","Love and Pride is a jewelry and fashion company that holds many brands in it.

Love and Pride target the LGBT community and give back some of the revenue to organizations that support it.


Join us now and help support equally for all!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37402_252040.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37402&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=252040&type=3&subid=0","Active","Kobi Ben Meir","Marketing Manager","N","Herzelih","Maskit 6 Tel Aviv","00000","IL","547723319","kobi@loveandpride.com","private |18.00%-23.00% commission on all goods","5.1","% of Sale","2013"," 15-JUN-14","30","90","N","N/A","18.00%-23.00% commission on all goods","3.2","% of Sale"," 08-NOV-14","30","90","N",
"Luxe Designer Handbag","http://www.luxedesignerhandbags.com/","38463","LuxeDH offers Authentic Pre Owned Handbags at prices up to 60% off retail with the option of payment plans.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38463&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=292342&type=3&subid=0","Active","Jaime Schuster","Director of IT","Florida","Hallandale","1250 E Hallandale Beach Blvd Suite 605","33009","US","9543629499","js@luxedh.com","private |0.00% commission on all goods","2.1","% of Sale","2013"," 23-MAY-15","10","90","N","N/A","private |0.00% commission on all goods","2.1","% of Sale"," 23-MAY-15","10","90","N",
"MN Party Store","http://www.mnpartystore.com","35639","MNPartyStore.com offers the largest selection of party goods, costumes, disposable foodwares, favors, toys and catering supplies you'll find anywhere online - over 13,000 items to choose from.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35639&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301559&type=3&subid=0","Active","Tin Tran","Ecommerce Director","Minnesota","White Bear Lake","4875 White Bear Pkwy ","55110","US","6513617417","affiliates@mnpartystore.com","private |10.00%-15.00% commission on all goods","23.1","% of Sale","2013"," 01-JAN-15","10","90","N","N/A","10.00% commission on all goods","22.1","% of Sale"," 01-JAN-18","10","90","N",
"Mabelle","http://www.mabelle.com/hk/eng/products","38993","MaBelle is the market leader in fashion diamond jewellery retail business in Hong Kong. Free International Delivery on all orders!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38993&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=312987&type=3&subid=0","Active","Yana Robbins","Affiliate Manager","N","Hong Kong","52 Bonham Rd ","000000","HK","+852.6011.7165","yana@9amconsulting.com","5.00% commission on all goods","3.1","% of Sale","2014"," 01-JAN-16","45","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 01-JAN-16","45","90","N",
"Manfrotto","http://www.manfrotto.us/","38476","Manfrotto: Professional Camera & Lighting Support Equipment! Imagine More! www.Manfrotto.us","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38476&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293091&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","private |6.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 31-DEC-18","10","90","N",
"Manhattanite","http://www.shopmanhattanite.com","25065","ShopManhattanite.com is the premier online destination for fashionistas and trendsetters! Manhattanite is one-stop-shopping for the hottest designer brands in women's fashion, accessories and jewelry.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=25065&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323054&type=3&subid=0","Active","PMG® Affiliate Management Team","PMG® Affiliate Management Team","Colorado","Boulder","1942 Broadway Suite 314","80302","US","1-800-384-7760","sm@paulsonmanagementgroup.com","private |9.00%-10.00% commission on all goods","17.1","% of Sale","2013"," 10-FEB-18","45","90","N","N/A","9.00%-10.00% commission on all goods","16.1","% of Sale"," 10-FEB-19","45","90","N",
"Marks and Spencers - US","http://www.marksandspencer.com/","38710","M&S are one of the UK's leading retailers. We sell stylish, high quality, great value clothing & home products. 
We are renowned for the best quality basics, great value 'sell out' stylish favourites for women and innovative children's and men's clothing","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38710_20131104_110449.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38710&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313970&type=3&subid=0","Active","Yuen Ip","International Marketing Manager","London, City of","London","5 Merchant square ","W2 1AS","GB","020 8718 6478","yuenlin.ip@marksandspencer.com","7.00% commission on all goods","13.1","% of Sale","2014"," 01-JAN-16","30","90","N","N/A","7.00% commission on all goods","13.1","% of Sale"," 01-JAN-16","30","90","N",
"McAfee, Inc","McAfee Security","1106","Protect your computer from viruses and other threats with McAfee!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=1106_323920.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=1106&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323920&type=3&subid=0","Active","McAfee Affiliate Team","","California","Santa Clara","535 Oakmead Parkway ","95054","US","408-346-3601","ls-mcafeeaffiliates@linkshare.com","private |25.00% commission on all goods","354.1","% of Sale","2014"," 31-DEC-14","30","90","N","Premium","25.00% commission on all goods","331.1","% of Sale"," 28-MAR-14","30","90","N",
"Medical Supply Depot","http://www.medicalsupplydepot.com/","39107","Medical Supply Depot is a worldwide source for Medical Supplies and everything needed for pain management, respiratory care, skin care, and more.  Affiliates earn 5-7% commissions on a 90 day cookie - Sign up and start promoting this great program today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39107_316527.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39107&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316527&type=3&subid=0","Active","Paulson Management Group, Inc.","PMG® Affiliate Manager","Colorado","Boulder","1942 Broadway, Suite 314 ","80302","US","(303) 209-3746","gina@paulsonmanagementgroup.com","5.00%-7.00% commission on all goods","3.1","% of Sale","2014"," 10-DEC-18","90","90","N","N/A","5.00%-7.00% commission on all goods","3.1","% of Sale"," 10-DEC-18","90","90","N",
"Mens USA.com","http://www.mensusa.com/","38703","We feel responsible to give you the best customer service. If you don't want to pay those silly prices at the malls, just let MensUSA.com take care of you and we promise you will become a regular customer!We strive to provide the best quality.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38703&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304208&type=3&subid=0","Active","Matt Black","General Manager","California","los angeles","1246 westwood blvd ","90024","US","3104300939","info@suitusa.com","$15.00-25.00 flat fee on all goods","4.1","Flat Fee","2014"," 01-SEP-14","10","90","N","N/A","$15.00-25.00 flat fee on all goods","4.1","Flat Fee"," 01-SEP-14","10","90","N",
"MetalPressions.com","http://www.metalpressions.com/","39087","MetalPressions.com creates fine handmade personalized jewelry for men & women in gold and silver. Exceptional craftsmanship,  a wide selection, great service, & an exclusive online jewelry design tool set MetalPressions apart from the competition.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39087_316479.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39087&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316479&type=3&subid=0","Active","Andreas Argentinis","AffiliateManager","Georgia","Savannah","542 East 58th St ","31405","US","800-554-8196","affiliate@metalpressions.com","15.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","90","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","90","90","N",
"MobStub","http://mobstub.com/","39019","Every day, MobStub features unbeatable offers on national brands, retailers and boutiques. By incentivizing sharing we negotiate incredible offers found nowhere else. We call it ?social shopping?!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39019&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315906&type=3&subid=0","Active","Adam Russo","Affiliate Manager","Utah","Sandy","1631 E 9400 S ","84093","US","385-275-7274","MobStub@mgecom.com","9.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","10","90","N","N/A","9.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","10","90","N",
